,title,runtime,primary_name,studio,popularity,vote_average,vote_count,release_date,production_budget,worldwide_gross,month,roi,genre
12487,The Foreigner,113.0,Martin Campbell,STX,14.616,6.7,1086.0,"Oct 13, 2017",35000000.0,140783360.0,10.0,3.0223817142857143,Drama Thriller Action
12510,Alvin and the Chipmunks: Chipwrecked,87.0,Mike Mitchell,Fox,12.672,5.5,1055.0,"Dec 16, 2011",80000000.0,349088523.0,12.0,3.3636065375,Animation Comedy Adventure Musical Fantasy Family
12526,J. Edgar,137.0,Clint Eastwood,WB,8.628,6.2,1303.0,"Nov 9, 2011",35000000.0,84606030.0,11.0,1.4173151428571429,Crime Biography Drama History
12589,Dum Maaro Dum,128.0,Rohan Sippy,FoxS,1.4909999999999999,5.4,16.0,"Apr 22, 2011",5200000.0,11633427.0,4.0,1.2371975,Crime Drama Action
12592,The Last Witch Hunter,106.0,Breck Eisner,LG/S,16.685,5.8,2193.0,"Oct 23, 2015",80000000.0,130818912.0,10.0,0.6352364,Fantasy Adventure Sci-Fi Action
12604,Jackie,100.0,Pablo Larraín,FoxS,8.818999999999999,6.4,1420.0,"Dec 2, 2016",9000000.0,36588512.0,12.0,3.0653902222222222,Biography Drama History
12654,A Wrinkle in Time,109.0,Ava DuVernay,BV,12.529000000000002,5.0,1073.0,"Mar 9, 2018",103000000.0,133401882.0,3.0,0.29516390291262135,Family Fantasy Adventure Sci-Fi
12677,Bleed for This,117.0,Ben Younger,ORF,8.258,6.9,405.0,"Nov 18, 2016",16000000.0,6603926.0,11.0,-0.587254625,Sport Biography Drama
12686,Free Birds,91.0,Jimmy Hayward,Rela.,11.062000000000001,5.8,410.0,"Nov 1, 2013",55000000.0,110387072.0,11.0,1.0070376727272727,Family Animation Adventure Comedy
12687,Think Like a Man,122.0,Tim Story,SGem,5.905,6.9,438.0,"Apr 20, 2012",12000000.0,113373764.0,4.0,8.447813666666667,Romance Comedy
12730,30 Minutes or Less,83.0,Ruben Fleischer,Sony,11.315,5.6,825.0,"Aug 12, 2011",28000000.0,40966716.0,8.0,0.463097,Crime Comedy Adventure Action
12746,Final Destination 5,92.0,Steven Quale,WB (NL),13.392000000000001,6.0,1701.0,"Aug 12, 2011",40000000.0,155011165.0,8.0,2.875279125,Mystery Horror
12756,Oz the Great and Powerful,130.0,Sam Raimi,,13.377,5.8,4829.0,"Mar 8, 2013",200000000.0,490359051.0,3.0,1.451795255,Family Fantasy Adventure
12810,Young Adult,94.0,Jason Reitman,Par.,8.335,5.7,603.0,"Dec 9, 2011",12000000.0,22750356.0,12.0,0.895863,Drama Comedy
12863,The Journey,,Tim Lowry,IFC,1.893,6.7,20.0,"Jul 11, 2003",500000.0,19800.0,7.0,-0.9604,Drama Family
12894,Independence Day: Resurgence,120.0,Roland Emmerich,Fox,15.732000000000001,5.1,3911.0,"Jun 24, 2016",165000000.0,384169424.0,6.0,1.3282995393939394,Adventure Sci-Fi Action
12928,Blackthorn,102.0,Mateo Gil,Magn.,7.547999999999999,6.7,111.0,"Oct 7, 2011",4500000.0,1217307.0,10.0,-0.7294873333333334,Western Adventure Action
12948,Courageous,129.0,Alex Kendrick,TriS,7.406000000000001,7.0,128.0,"Sep 30, 2011",2000000.0,35185884.0,9.0,16.592942,Drama
13023,Edge of Tomorrow,113.0,Doug Liman,WB,19.753,7.6,8047.0,"Jun 6, 2014",178000000.0,370541256.0,6.0,1.0816924494382023,Sci-Fi Action
13046,Friends with Benefits,109.0,Will Gluck,SGem,14.019,6.6,4637.0,"Jul 22, 2011",35000000.0,146595891.0,7.0,3.1884540285714285,Romance Comedy
13074,Shark Night 3D,90.0,David R. Ellis,Rela.,7.879,5.0,245.0,"Sep 2, 2011",25000000.0,18877153.0,9.0,-0.24491388,Horror Thriller
13076,Dragonslayer,74.0,Tristan Patterson,,1.155,4.5,2.0,"Jun 26, 1981",18000000.0,6000000.0,6.0,-0.6666666666666666,Documentary
13107,Johnny English Reborn,101.0,Oliver Parker,Uni.,15.542,6.1,1810.0,"Oct 21, 2011",45000000.0,164640401.0,10.0,2.6586755777777777,Action Comedy Crime Thriller Adventure
13150,The Intern,65.0,Clara Picasso,WB,14.377,7.1,3373.0,"Sep 25, 2015",40000000.0,197115710.0,9.0,3.92789275,Comedy
13172,Project X,88.0,Nima Nourizadeh,WB,9.715,6.4,2968.0,"Mar 2, 2012",12000000.0,103028188.0,3.0,7.585682333333334,Crime Comedy
13176,Black and White,90.0,Ahmet Boyacioglu,,,,,"Apr 5, 2000",10000000.0,5241315.0,4.0,-0.4758685,Drama
13214,In Time,109.0,Andrew Niccol,Fox,18.912,6.8,6245.0,"Oct 28, 2011",35000000.0,165103952.0,10.0,3.7172557714285714,Action Drama Crime Sci-Fi Thriller
13221,Our Idiot Brother,90.0,Jesse Peretz,Wein.,8.523,6.1,527.0,"Aug 26, 2011",5000000.0,25861249.0,8.0,4.1722498,Drama Comedy
13226,Ted,106.0,Seth MacFarlane,Uni.,14.475,6.3,7727.0,"Jun 29, 2012",50000000.0,556016627.0,6.0,10.12033254,Fantasy Comedy
13310,Hobo with a Shotgun,86.0,Jason Eisener,,8.844,5.9,300.0,"May 6, 2011",3000000.0,834953.0,5.0,-0.7216823333333333,Action Horror Comedy Crime Thriller
13313,Jumping the Broom,112.0,Salim Akil,TriS,8.477,6.0,103.0,"May 6, 2011",7000000.0,38158601.0,5.0,4.4512287142857145,Drama Comedy
13314,Inside Out,93.0,Artie Mandelberg,BV,4.758,4.4,18.0,"Jun 19, 2015",175000000.0,854235992.0,6.0,3.881348525714286,Crime Drama
13335,A Few Best Men,97.0,Stephan Elliott,,8.84,5.8,247.0,"May 5, 2015",15000000.0,17224539.0,5.0,0.1483026,Romance Comedy
13372,All or Nothing,61.0,Craig Anderson,,,,,"Oct 25, 2002",9000000.0,184255.0,10.0,-0.9795272222222222,War Thriller Action
13440,The Art of Getting By,83.0,Gavin Wiesen,FoxS,8.695,6.5,752.0,"Jun 17, 2011",4000000.0,1989035.0,6.0,-0.50274125,Romance Drama
13442,Inside Job,109.0,Charles Ferguson,SPC,9.514,7.8,466.0,"Oct 8, 2010",2000000.0,7799257.0,10.0,2.8996285,Crime Documentary
13467,The Dictator,83.0,Larry Charles,Par.,12.592,6.0,3042.0,"May 16, 2012",65000000.0,180148897.0,5.0,1.7715214923076923,Comedy
13542,How to Train Your Dragon 2,102.0,Dean DeBlois,Fox,27.105999999999998,7.7,5589.0,"Jun 13, 2014",145000000.0,614586270.0,6.0,3.238526,Family Animation Action Comedy Fantasy Adventure
13559,Wrath of the Titans,99.0,Jonathan Liebesman,WB,14.991,5.6,2442.0,"Mar 30, 2012",150000000.0,305270083.0,3.0,1.0351338866666666,Fantasy Adventure Action
13584,Million Dollar Arm,124.0,Craig Gillespie,BV,7.771,6.8,353.0,"May 16, 2014",25000000.0,39217912.0,5.0,0.56871648,Sport Biography Drama
13603,Wolf,98.0,Stef Desmyter,,0.6,7.0,2.0,"Jun 17, 1994",70000000.0,131011757.0,6.0,0.8715965285714286,Crime Drama Action
13620,Here Comes the Boom,105.0,Frank Coraci,Sony,10.265,6.0,812.0,"Oct 12, 2012",42000000.0,73239258.0,10.0,0.7437918571428571,Sport Comedy Action
13624,The Dark Tower,95.0,Nikolaj Arcel,Sony,15.517000000000001,5.6,2842.0,"Aug 4, 2017",60000000.0,113461527.0,8.0,0.89102545,Action Horror Western Sci-Fi Fantasy Adventure
13663,The Impossible,114.0,J.A. Bayona,LG/S,14.66,7.2,3614.0,"Dec 21, 2012",40000000.0,169590606.0,12.0,3.23976515,Thriller Drama History
13706,Diary of a Wimpy Kid: Rodrick Rules,99.0,David Bowers,Fox,8.961,6.4,492.0,"Mar 25, 2011",18000000.0,73695194.0,3.0,3.0941774444444445,Family Comedy
13713,Super 8,112.0,J.J. Abrams,Par.,14.39,6.7,3934.0,"Jun 10, 2011",50000000.0,257972745.0,6.0,4.1594549,Mystery Thriller Sci-Fi
13738,Kick-Ass 2,103.0,Jeff Wadlow,Uni.,14.793,6.4,3785.0,"Aug 16, 2013",28000000.0,63129909.0,8.0,1.2546396071428572,Crime Comedy Adventure Action
13779,Nighthawks,102.0,Art Messenger,,,,,"Apr 10, 1981",5000000.0,19600000.0,4.0,2.92,Drama
13880,Ghost,115.0,Tarô Ohtani,,2.832,5.7,23.0,"Jul 13, 1990",22000000.0,517600000.0,7.0,22.527272727272727,Drama Comedy Mystery Fantasy Family
13887,My Week with Marilyn,99.0,Simon Curtis,Wein.,12.081,6.7,741.0,"Nov 23, 2011",10000000.0,34240572.0,11.0,2.4240572,Biography Drama
13891,The Age of Adaline,112.0,Lee Toland Krieger,LGF,8.559,7.4,3853.0,"Apr 24, 2015",30000000.0,68984536.0,4.0,1.2994845333333334,Fantasy Romance Drama
13892,The Artist,100.0,Michel Hazanavicius,Wein.,10.155,7.4,1787.0,"Nov 25, 2011",16000000.0,128256712.0,11.0,7.0160445,Romance Drama Comedy
13925,Stolen,96.0,Simon West,,9.812999999999999,5.3,559.0,"Sep 14, 2012",35000000.0,17967746.0,9.0,-0.48663582857142856,Crime Thriller Action
13928,Safe,94.0,Boaz Yakin,,15.622,6.3,1248.0,"Apr 27, 2012",33000000.0,41495213.0,4.0,0.25743069696969695,Crime Thriller Action
13932,The Comedian,79.0,Tom Shkolnik,,7.433,5.6,68.0,"Feb 3, 2017",15000000.0,1658706.0,2.0,-0.8894196,Romance Drama Comedy
13970,Colombiana,108.0,Olivier Megaton,TriS,10.584000000000001,6.5,1371.0,"Aug 26, 2011",40000000.0,72295262.0,8.0,0.80738155,Crime Thriller Drama Action
13995,Freeheld,103.0,Peter Sollett,LGF,7.313,7.3,360.0,"Oct 2, 2015",7000000.0,1732228.0,10.0,-0.7525388571428572,Romance Biography Drama
14027,The Perks of Being a Wallflower,103.0,Stephen Chbosky,LG/S,15.148,7.8,5938.0,"Sep 21, 2012",13000000.0,33069303.0,9.0,1.5437925384615385,Drama
14065,Grudge Match,113.0,Peter Segal,WB,7.917999999999999,6.0,711.0,"Dec 25, 2013",40000000.0,69807260.0,12.0,0.7451815,Sport Drama Comedy
14068,Polisse,127.0,Maïwenn,IFC,7.682,7.8,670.0,"May 18, 2012",8900000.0,22744132.0,5.0,1.5555204494382022,Crime Drama
14121,Fun Size,86.0,Josh Schwartz,Par.,7.072,5.5,249.0,"Oct 26, 2012",14000000.0,11166615.0,10.0,-0.20238464285714286,Comedy Adventure
14133,The Revenant,156.0,Alejandro G. Iñárritu,Fox,19.41,7.4,11064.0,"Dec 25, 2015",135000000.0,532938302.0,12.0,2.947691125925926,Action Drama Western Biography Adventure
14158,Pacific Rim,131.0,Guillermo del Toro,WB,16.759,6.8,7632.0,"Jul 12, 2013",190000000.0,411002906.0,7.0,1.1631731894736843,Adventure Sci-Fi Action
14204,Middle Men,82.0,Matt Marshall,,,,,"Aug 6, 2010",20000000.0,754301.0,8.0,-0.96228495,Crime Comedy Action
14220,Pixels,100.0,Jacek Lusinski,Sony,2.1719999999999997,7.1,35.0,"Jul 24, 2015",90000000.0,244041804.0,7.0,1.7115756,Comedy Sci-Fi Action
14271,All Eyez on Me,139.0,Benny Boom,LG/S,7.249,6.4,695.0,"Jun 16, 2017",45000000.0,54876855.0,6.0,0.21948566666666666,Biography Drama Musical
14355,What Women Want,116.0,Daming Chen,,1.9169999999999998,6.6,13.0,"Dec 15, 2000",65000000.0,374105123.0,12.0,4.755463430769231,Romance Drama Comedy Sci-Fi
14361,Damsels in Distress,99.0,Whit Stillman,SPC,6.625,5.5,103.0,"Apr 6, 2012",3000000.0,1324299.0,4.0,-0.558567,Romance Drama Comedy
14362,Deadfall,95.0,Stefan Ruzowitzky,,9.491,5.9,357.0,"Dec 7, 2012",6000000.0,1673635.0,12.0,-0.7210608333333334,Crime Thriller Drama
14375,Mirror Mirror,106.0,Tarsem Singh,Rela.,13.220999999999998,5.8,2099.0,"Mar 30, 2012",85000000.0,173613482.0,3.0,1.0425115529411764,Drama Comedy Adventure Fantasy Family
14452,Home Run,82.0,Chia-Chien Chen,,3.843,6.3,33.0,"Apr 19, 2013",1200000.0,2859955.0,4.0,1.3832958333333334,Sport Drama Family
14499,Now You See Me,115.0,Louis Leterrier,LG/S,16.646,7.4,9871.0,"May 31, 2013",75000000.0,342769200.0,5.0,3.570256,Crime Thriller Mystery
14683,The Sapphires,103.0,Wayne Blair,Wein.,6.16,6.7,97.0,"Mar 22, 2013",9000000.0,20395040.0,3.0,1.2661155555555557,Biography Drama Comedy
14733,Entourage,104.0,Doug Ellin,WB,13.802,6.2,647.0,"Jun 3, 2015",30000000.0,46438538.0,6.0,0.5479512666666667,Comedy
14742,Trespass,91.0,Joel Schumacher,,11.909,5.5,589.0,"Oct 14, 2011",35000000.0,786532.0,10.0,-0.9775276571428572,Crime Thriller Drama Mystery
14752,Take Shelter,121.0,Jeff Nichols,SPC,11.235999999999999,7.2,787.0,"Sep 30, 2011",4750000.0,4972016.0,9.0,0.04674021052631579,Horror Drama Thriller
14812,The Holiday,97.0,Jin-moo Kim,,,,,"Dec 8, 2006",85000000.0,205190324.0,12.0,1.4140038117647058,Drama
14840,Ready Player One,140.0,Steven Spielberg,WB,30.029,7.6,7021.0,"Mar 29, 2018",150000000.0,579290136.0,3.0,2.86193424,Adventure Sci-Fi Action
14898,Blood Ties,87.0,Kim Homer Garcia,ALP,12.003,6.1,268.0,"Mar 21, 2014",26000000.0,2923959.0,3.0,-0.8875400384615385,Crime Thriller Drama
14972,Stoker,99.0,Chan-wook Park,FoxS,10.738,6.6,1282.0,"Mar 1, 2013",12000000.0,12034913.0,3.0,0.0029094166666666665,Thriller Drama Horror
14973,Bully,98.0,Lee Hirsch,,5.877000000000001,7.2,93.0,"Jul 13, 2001",2100000.0,1381824.0,7.0,-0.3419885714285714,Documentary Drama
15079,Circumstance,107.0,Maryam Keshavarz,RAtt.,2.86,6.9,45.0,"Aug 26, 2011",900000.0,958978.0,8.0,0.06553111111111111,Drama
15106,Creature,93.0,Fred Andrews,,5.121,4.1,23.0,"Sep 9, 2011",3000000.0,331000.0,9.0,-0.8896666666666667,Horror
15284,Saving Grace,85.0,Chris Pickle,,,,,"Aug 4, 2000",4000000.0,27786849.0,8.0,5.94671225,Crime Horror Drama
15299,Plastic,80.0,Jose Carlos Gomez,,0.6,6.5,1.0,"Sep 26, 2014",10000000.0,575371.0,9.0,-0.9424629,Horror
15324,Before I Fall,98.0,Ry Russo-Young,ORF,14.584000000000001,7.0,2135.0,"Mar 3, 2017",5000000.0,18945682.0,3.0,2.7891364,Fantasy Mystery Thriller Drama
15360,Carnage,80.0,Roman Polanski,,10.181000000000001,7.1,1478.0,"Dec 16, 2011",25000000.0,38112154.0,12.0,0.52448616,Drama Comedy
15384,Pinocchio,75.0,Enzo D'Alò,,,,,"Dec 25, 2002",45000000.0,31681811.0,12.0,-0.29595975555555554,Animation Fantasy Family
15463,The Guilt Trip,95.0,Anne Fletcher,Par.,8.939,5.4,403.0,"Dec 19, 2012",40000000.0,41294674.0,12.0,0.03236685,Drama Comedy
15503,Volcano,99.0,Rúnar Rúnarsson,,,,,"Apr 25, 1997",90000000.0,120100000.0,4.0,0.33444444444444443,Drama
15586,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81.0,Miguel Arteta,BV,6.7829999999999995,6.2,817.0,"Oct 10, 2014",28000000.0,101379287.0,10.0,2.6206888214285713,Family Comedy
15638,Captive,120.0,Brillante Mendoza,,1.472,3.8,7.0,"Sep 18, 2015",2000000.0,2791973.0,9.0,0.3959865,Thriller Drama
15647,Peeples,95.0,Tina Gordon,,2.6510000000000002,5.2,34.0,"May 10, 2013",11000000.0,9307166.0,5.0,-0.153894,Romance Comedy
15719,Casa de mi Padre,84.0,Matt Piedmont,,,,,"Mar 16, 2012",6000000.0,8446952.0,3.0,0.4078253333333333,Western Comedy
15723,Safe Haven,115.0,Lasse Hallström,Rela.,9.095,7.1,1433.0,"Feb 14, 2013",28000000.0,94050951.0,2.0,2.358962535714286,Romance Thriller Drama
15726,Justin Bieber: Never Say Never,105.0,Jon M. Chu,Par.,8.602,5.1,240.0,"Feb 11, 2011",13000000.0,99034125.0,2.0,6.618009615384615,Documentary Family Musical
15778,Genius,104.0,Michael Grandage,RAtt.,9.417,6.5,391.0,"Jun 10, 2016",17000000.0,7265283.0,6.0,-0.5726304117647059,Biography Drama History
15800,Bernie,99.0,Richard Linklater,MNE,7.518,6.6,503.0,"Apr 27, 2012",6000000.0,10106975.0,4.0,0.6844958333333333,Crime Biography Drama Comedy
15842,Tarzan,94.0,Reinhard Klooss,,7.727,5.5,348.0,"Jun 16, 1999",145000000.0,448191819.0,6.0,2.0909780620689653,Animation Action Drama Adventure Family
15869,Chronicle,84.0,Josh Trank,,12.556,6.7,3084.0,"Feb 3, 2012",12000000.0,123681790.0,2.0,9.306815833333333,Thriller Drama Sci-Fi
15874,Snowpiercer,126.0,Joon-ho Bong,RTWC,14.735,6.8,4748.0,"Jun 27, 2014",40000000.0,88069880.0,6.0,1.201747,Drama Sci-Fi Action
15925,Gerry,131.0,Alain Desrochers,,,,,"Feb 14, 2003",7000000.0,719699.0,2.0,-0.8971858571428571,Biography
15940,The Last Days on Mars,98.0,Ruairi Robinson,,8.759,5.3,407.0,"Dec 6, 2013",10600000.0,261364.0,12.0,-0.9753430188679245,Horror Thriller Adventure Sci-Fi
15963,Joyful Noise,118.0,Todd Graff,WB,6.787000000000001,6.4,70.0,"Jan 13, 2012",27500000.0,31157914.0,1.0,0.13301505454545454,Drama Comedy Musical
16031,Alex Cross,101.0,Rob Cohen,LG/S,9.962,5.1,424.0,"Oct 19, 2012",35000000.0,35426759.0,10.0,0.012193114285714285,Crime Mystery Thriller Action
16050,Triple 9,115.0,John Hillcoat,ORF,13.334000000000001,5.8,1258.0,"Feb 26, 2016",20000000.0,25943792.0,2.0,0.2971896,Crime Mystery Thriller Action
16092,The Spectacular Now,95.0,James Ponsoldt,A24,13.679,6.6,1801.0,"Aug 2, 2013",2500000.0,6916951.0,8.0,1.7667804,Romance Drama Comedy
16095,Weekend,97.0,Andrew Haigh,,8.326,7.5,287.0,"Sep 23, 2011",190000.0,1577585.0,9.0,7.303078947368421,Romance Drama
16156,Anna,99.0,Jorge Dorado,VE,1.463,3.1,8.0,"Jun 6, 2014",4357373.0,1200000.0,6.0,-0.7246047102233387,Mystery Horror Drama Sci-Fi
16207,Raymond Did It,83.0,Travis Legge,,1.675,3.7,8.0,"Feb 11, 2011",40000.0,3632.0,2.0,-0.9092,Horror
16213,People Like Us,114.0,Alex Kurtzman,BV,9.078,6.8,360.0,"Jun 29, 2012",16000000.0,12617472.0,6.0,-0.211408,Drama Comedy
16293,Another Happy Day,119.0,Sam Levinson,P4,5.473,6.1,60.0,"Nov 18, 2011",4000000.0,978527.0,11.0,-0.75536825,Drama Comedy
16370,Showtime,100.0,Stanley Kwan,,,,,"Mar 15, 2002",85000000.0,78948765.0,3.0,-0.071191,Fantasy Drama Musical
16448,We're the Millers,110.0,Rawson Marshall Thurber,WB (NL),14.745999999999999,6.8,5231.0,"Aug 7, 2013",37000000.0,267816276.0,8.0,6.23827772972973,Crime Comedy
16494,Shame,101.0,Steve McQueen,FoxS,13.152000000000001,7.0,1607.0,"Dec 2, 2011",6500000.0,20412841.0,12.0,2.1404370769230767,Drama
16587,L!fe Happens,100.0,Kat Coiro,,5.334,5.3,91.0,"Apr 13, 2012",930000.0,30905.0,4.0,-0.9667688172043011,Comedy
16588,Before I Go to Sleep,92.0,Rowan Joffe,,16.07,6.4,1098.0,"Oct 31, 2014",22000000.0,19563579.0,10.0,-0.11074640909090909,Mystery Horror Drama Thriller
16597,Killer Joe,102.0,William Friedkin,LD,13.742,6.5,703.0,"Jul 27, 2012",10000000.0,4659110.0,7.0,-0.534089,Crime Thriller Drama
16682,Control,127.0,Jan Verheyen,,,,,"Oct 10, 2007",6400000.0,8902141.0,10.0,0.39095953125,Crime Drama Action
16702,Scouts Guide to the Zombie Apocalypse,93.0,Christopher Landon,Par.,10.450999999999999,6.2,915.0,"Oct 30, 2015",15000000.0,15554855.0,10.0,0.03699033333333333,Horror Comedy Action
16713,Screwed,110.0,Reg Traviss,,1.945,5.0,6.0,"May 12, 2000",12000000.0,6982680.0,5.0,-0.41811,Crime Drama Comedy
16719,Bohemian Rhapsody,134.0,Bryan Singer,Fox,37.196999999999996,8.1,7629.0,"Nov 2, 2018",55000000.0,894985342.0,11.0,15.272460763636364,Biography Drama Musical
16738,The Box,89.0,Andrijana Stojkovic,,0.84,8.0,1.0,"Nov 6, 2009",25000000.0,34356760.0,11.0,0.3742704,Drama
16862,Darling Companion,103.0,Lawrence Kasdan,SPC,4.656000000000001,5.0,46.0,"Apr 20, 2012",12000000.0,1200346.0,4.0,-0.8999711666666667,Romance Drama Comedy
16887,Supernova,90.0,Tamar van den Dop,,,,,"Jan 14, 2000",60000000.0,14816494.0,1.0,-0.7530584333333333,Drama
16891,Ender's Game,114.0,Gavin Hood,LG/S,15.533,6.6,3558.0,"Nov 1, 2013",110000000.0,127983283.0,11.0,0.16348439090909092,Fantasy Adventure Sci-Fi Action
16901,The Lords of Salem,101.0,Rob Zombie,,8.434,5.3,445.0,"Apr 19, 2013",1500000.0,1541131.0,4.0,0.027420666666666666,Horror Thriller
17099,Wonderland,80.0,Brandon Slagle,,0.6,3.3,3.0,"Oct 3, 2003",5500000.0,1060512.0,10.0,-0.8071796363636363,Horror Fantasy Sci-Fi
17152,Snow White and the Huntsman,127.0,Rupert Sanders,Uni.,21.233,5.9,5258.0,"Jun 1, 2012",170000000.0,401021746.0,6.0,1.3589514470588235,Fantasy Drama Adventure Action
17181,Last Man Standing,85.0,Emilio Roso,,2.394,4.4,11.0,"Sep 20, 1996",67000000.0,18115927.0,9.0,-0.7296130298507463,Action Documentary Crime Biography Thriller
17243,The Island,95.0,Kamen Kalev,,,,,"Jul 22, 2005",120000000.0,163018913.0,7.0,0.3584909416666667,Romance Drama
17258,Wanted,110.0,Rabi Kinagi,,,,,"Jun 27, 2008",75000000.0,342416460.0,6.0,3.5655528,Action
17388,The Man,94.0,Charlotte Sieling,,,,,"Sep 9, 2005",20000000.0,10393696.0,9.0,-0.4803152,Drama
17435,Secret in Their Eyes,111.0,Billy Ray,,6.892,6.3,696.0,"Nov 20, 2015",20000000.0,32608019.0,11.0,0.63040095,Crime Thriller Drama Mystery
17465,Jersey Boys,134.0,Clint Eastwood,WB,6.933,6.9,380.0,"Jun 20, 2014",40000000.0,65282732.0,6.0,0.6320683,Biography Drama Musical
17524,Sabotage,109.0,David Ayer,,14.055,5.5,779.0,"Mar 28, 2014",35000000.0,18376443.0,3.0,-0.4749587714285714,Crime Thriller Drama Action
17526,Your Sister's Sister,90.0,Lynn Shelton,IFC,7.115,6.6,192.0,"Jun 15, 2012",120000.0,3090593.0,6.0,24.754941666666667,Drama Comedy
17527,I Don't Know How She Does It,89.0,Douglas McGrath,Wein.,8.271,5.2,231.0,"Sep 16, 2011",24000000.0,24474463.0,9.0,0.019769291666666668,Romance Comedy
17707,Moonrise Kingdom,94.0,Wes Anderson,Focus,14.085999999999999,7.7,3023.0,"May 25, 2012",16000000.0,68848446.0,5.0,3.303027875,Romance Comedy Drama Adventure
17728,Red Lights,114.0,Rodrigo Cortés,,8.25,6.1,615.0,"Jul 13, 2012",17700000.0,14518884.0,7.0,-0.17972406779661018,Fantasy Horror Drama Thriller
17736,Sound of My Voice,85.0,Zal Batmanglij,FoxS,7.212000000000001,6.4,169.0,"Apr 27, 2012",135000.0,429448.0,4.0,2.181096296296296,Mystery Thriller Drama Sci-Fi
17745,The Collection,82.0,Marcus Dunstan,LD,9.059,6.1,465.0,"Nov 30, 2012",10000000.0,8890094.0,11.0,-0.1109906,Horror Thriller Action
17770,August,99.0,Eldar Rapaport,,2.4330000000000003,6.6,19.0,"Jul 11, 2008",3400000.0,12636.0,7.0,-0.9962835294117647,Romance Drama
17997,The Ghastly Love of Johnny X,106.0,Paul Bunnell,,2.971,6.5,9.0,"Oct 26, 2012",2000000.0,2436.0,10.0,-0.998782,Fantasy Comedy Musical
18001,The Last Shot,47.0,Emilio Rodriguez,,,,,"Sep 24, 2004",40000000.0,463730.0,9.0,-0.98840675,Action
18040,Brothers,90.0,Mika Kaurismäki,,0.6,7.3,3.0,"Dec 4, 2009",26000000.0,45043870.0,12.0,0.7324565384615385,Drama
18180,The Guardian,90.0,Mark Tuff,,0.84,5.3,2.0,"Sep 29, 2006",70000000.0,94973540.0,9.0,0.35676485714285716,Drama
18199,Twixt,88.0,Francis Ford Coppola,,6.12,5.0,132.0,"Jul 23, 2013",7000000.0,1268346.0,7.0,-0.8188077142857143,Mystery Horror Fantasy Comedy
18219,Duplicity,90.0,Charles Swain,,,,,"Mar 20, 2009",60000000.0,81079566.0,3.0,0.3513261,Thriller
18262,Blue Like Jazz,108.0,Steve Taylor,,3.253,5.9,35.0,"Apr 13, 2012",1200000.0,595018.0,4.0,-0.5041516666666667,Drama Comedy
18284,Like Crazy,86.0,Drake Doremus,ParV,10.091000000000001,6.5,638.0,"Oct 28, 2011",250000.0,3728400.0,10.0,13.9136,Romance Drama
18300,The To Do List,104.0,Maggie Carey,,7.33,5.5,534.0,"Jul 26, 2013",1500000.0,4128828.0,7.0,1.752552,Romance Comedy
18302,The Snowman,119.0,Tomas Alfredson,Uni.,14.581,5.1,1225.0,"Oct 20, 2017",35000000.0,43226146.0,10.0,0.23503274285714285,Horror Drama Crime Mystery Thriller
18385,The First Time,95.0,Jonathan Kasdan,Gold.,11.25,7.0,1426.0,"Oct 19, 2012",2000000.0,17061.0,10.0,-0.9914695,Romance Drama Comedy
18411,Arbitrage,107.0,Nicholas Jarecki,RAtt.,12.14,6.2,459.0,"Sep 14, 2012",12000000.0,35830713.0,9.0,1.98589275,Thriller Drama
18420,Killing Them Softly,97.0,Andrew Dominik,Wein.,11.298,6.0,1105.0,"Nov 30, 2012",15000000.0,39238443.0,11.0,1.6158962,Crime Thriller
18488,Exodus,105.0,Hank Levine,,,,,"Dec 15, 1960",4000000.0,21750000.0,12.0,4.4375,Documentary
18528,The Expendables 2,103.0,Simon West,LGF,17.215999999999998,6.2,4219.0,"Aug 17, 2012",100000000.0,311979256.0,8.0,2.11979256,Thriller Adventure Action
18638,The Giant Mechanical Man,95.0,Lee Kirk,,5.945,6.3,70.0,"Apr 27, 2012",900000.0,7396.0,4.0,-0.9917822222222222,Romance Drama Comedy
